"Order Number","Po Number","Order Date","Status","SKU Code","Order Savings","Invoiced Amt","Product Title","PTS","Ordered QTY","Ordered Amt","Invoiced Items","Bounced  order Qunatity","CFA Name","Division","SKU Count"
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120133",0,"0.00","ZIPSYDON-20","29.57",30,"993.55",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120527",0,"0.00","VILANO20","131.79",30,"4428.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120116",0,"0.00","ROPARK-2","55.60",30,"1868.16",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120449",0,"0.00","ADCAPONE","57.86",30,"1944.10",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120106",0,"0.00","OLEANZ7.5","39.21",30,"1317.46",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120115",0,"0.00","ROPARK-1","61.07",30,"2051.95",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120504",0,"0.00","OPIPROL50","35.36",30,"1188.10",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120526",0,"0.00","VERNACE","109.93",30,"3693.65",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001135836",0,"0.00","SIRILEPT 25","28.93",30,"972.05",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001135732",0,"0.00","GALAMER OD 8","151.07",30,"5075.95",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001121755",0,"0.00","RILUTOR-50MG10TAB","248.79",30,"8359.34",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001121745",0,"0.00","CERELOID","120.86",30,"4060.90",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001148420",0,"0.00","SYNDOPA-PLUS (15'S)","27.75",60,"1864.80",0,60,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120516",0,"0.00","SYNDOPA110","6.81",30,"228.82",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120514",0,"0.00","SULPITACOD100","59.79",30,"2008.94",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120508",0,"0.00","RETENSEOD","90.00",30,"3024.00",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120507",0,"0.00","RETENSE","41.79",30,"1404.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120495",0,"0.00","NARATREX2.5","45.00",30,"1512.00",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120454",0,"0.00","COGNITOL-5","55.93",30,"1879.25",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120453",0,"0.00","ASENAPT5","37.29",30,"1252.94",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120452",0,"0.00","ASENAPT10","54.64",30,"1835.90",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120135",0,"0.00","ZIPSYDON-80","118.93",30,"3996.05",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001159818",0,"0.00","MAXGALIN NT (15'S)","216.96",30,"7289.86",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120451",0,"0.00","ADDWIZEOD18","102.86",30,"3456.10",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001152421",0,"0.00","SYNDOPA 110MG TAB (15'S)","19.00",30,"638.40",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001146296",0,"0.00","GABANTIN-NT","183.21",30,"6155.86",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120513",0,"0.00","SULPITAC50","72.00",30,"2419.20",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120110",0,"0.00","OLEANZRT15","68.79",30,"2311.34",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120071",0,"0.00","AGOPREX","104.79",30,"3520.94",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120023",0,"0.00","SUMINAT50","40.09",30,"1347.02",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120105",0,"0.00","OLEANZ5","23.79",30,"799.34",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120088",0,"0.00","LACOSET200","192.21",30,"6458.26",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120510",0,"0.00","SULPITAC200","196.07",30,"6587.95",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120114",0,"0.00","ROPARK-0.5","12.86",30,"432.10",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120109",0,"0.00","OLEANZ RT 10","46.29",30,"1555.34",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001156665",0,"0.00","AMPANEL TABLETS 2MG","62.36",30,"2095.30",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120118",0,"0.00","ROPARKXL2","95.14",30,"3196.70",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120512",0,"0.00","SULPITAC 400","321.43",30,"10800.05",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001152110",0,"0.00","EMAXGALIN TABLETS","154.29",30,"5184.14",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120113",0,"0.00","ROPARK-0.25","43.07",30,"1447.15",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120084",0,"0.00","GRAVITOR","141.25",30,"4449.37",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120080",0,"0.00","FULNITE 2","50.14",30,"1684.70",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120087",0,"0.00","LACOSET150","72.64",30,"2440.70",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120511",0,"0.00","SULPITAC 300","244.29",30,"8208.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120517",0,"0.00","SYNDOPA275","31.75",30,"1066.80",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001140952",0,"0.00","EXZILOR","36.64",30,"1231.10",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120518",0,"0.00","SYNDOPA-CR","27.88",30,"936.77",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001156667",0,"0.00","AMPANEL TABLETS 6MG","126.64",30,"4255.10",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120127",0,"0.00","SUMINAT25","18.13",30,"609.17",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120509",0,"0.00","SULPITAC100","52.07",30,"1749.55",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120519",0,"0.00","SYNDOPA CR 125","20.08",30,"674.69",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120085",0,"0.00","GRAVITOR-SR","328.45",30,"10346.17",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120089",0,"0.00","LACOSET50","31.50",30,"1058.40",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001147173",0,"0.00","FINGOMOD CAPSULES","400.50",32,"14353.92",0,32,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120081",0,"0.00","GALAMER4","80.36",30,"2700.10",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001156666",0,"0.00","AMPANEL TABLETS 4MG","94.50",30,"3175.20",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120108",0,"0.00","OLEANZPLUS","79.07",30,"2656.75",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120126",0,"0.00","SUMINAT100","83.57",30,"2807.95",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120104",0,"0.00","OLEANZ2.5","30.21",30,"1015.06",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120503",0,"0.00","OPIPROL100","98.36",30,"3304.90",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120082",0,"0.00","GALAMER 8","288.64",30,"9698.30",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001148722",0,"0.00","MAXGALIN NT","144.64",30,"4859.90",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001154367",0,"0.00","NEXITO FORTE 20","157.50",30,"5292.00",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120498",0,"0.00","NEXITO-5","27.64",30,"928.70",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120496",0,"0.00","NEXITO-10","46.29",30,"1555.34",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120123",0,"0.00","STROCIT500","266.79",30,"8964.14",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120637",0,"0.00","STROCIT2ML","107.36",30,"3607.30",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120456",0,"0.00","DUZELA 30","122.79",30,"4125.74",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120497",0,"0.00","NEXITO-20","86.14",30,"2894.30",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120136",0,"0.00","ZOSERT 100","121.50",30,"4082.40",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120457",0,"0.00","DUZELA40","121.50",30,"4082.40",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120500",0,"0.00","NEXITOLS","103.50",30,"3477.60",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120459",0,"0.00","DUZELAM20","52.71",30,"1771.06",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120138",0,"0.00","ZOSERT 50","40.50",30,"1360.80",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120458",0,"0.00","DUZELA60","109.29",30,"3672.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120455",0,"0.00","DUZELA 20","42.43",30,"1425.65",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120137",0,"0.00","ZOSERT25","26.36",30,"885.70",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001116381",0,"0.00","STROCIT ORAL DROPS 30ML SIRUS","169.07",30,"5680.75",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120460",0,"0.00","DUZELAM30","68.14",30,"2289.50",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120125",0,"0.00","STROCIT PLUS","513.64",30,"17258.30",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001144316",0,"0.00","NEXITO 15","100.29",30,"3369.74",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120499",0,"0.00","NEXITOFORTE","45.00",30,"1512.00",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120501",0,"0.00","NEXITOPLUS","33.43",30,"1123.25",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001135801",0,"0.00","STROCIT CR","450.00",30,"15120.00",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120079",0,"0.00","CITOPAM20","48.86",30,"1641.70",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120102",0,"0.00","MAXGALIPAT","166.50",30,"5594.40",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120463",0,"0.00","ENCORATE500","58.39",30,"1961.90",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120462",0,"0.00","ENCORATE300","17.68",30,"594.05",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120093",0,"0.00","MAXGALIN75","66.21",60,"4449.31",0,60,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120492",0,"0.00","MACORATECR400","48.86",30,"1641.70",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120491",0,"0.00","MACORATECR300","39.86",30,"1339.30",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120098",0,"0.00","MAXGALINM50","88.07",30,"2959.15",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120490",0,"0.00","MACORATECR200","46.93",30,"1576.85",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120096",0,"0.00","MAXGALINER75","73.29",30,"2462.54",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120533",0,"0.00","ZONISEP 50","38.19",30,"1283.18",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120532",0,"0.00","ZONISEP25","20.70",30,"695.52",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120099",0,"0.00","MAXGALIN M 75","67.50",30,"2268.00",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120467",0,"0.00","ENCORATE-CHRONO500","66.81",30,"2244.82",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120485",0,"0.00","LONAZEP-MD0.25","10.93",30,"367.25",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001124981",0,"0.00","LONAZEP-0.25 (15'S)","21.70",80,"1944.32",0,80,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120092",0,"0.00","MAXGALIN50","43.71",30,"1468.66",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001157889",0,"0.00","GABANTIN NT 100MG TABLETS","70.71",30,"2375.86",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001125215",0,"0.00","LONAZEP 0.5 (15'S)","37.26",80,"3338.50",0,80,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120469",0,"0.00","ENCORATE-INJ100MG","24.26",30,"815.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120466",0,"0.00","ENCORATE CHRONO 400","81.00",30,"2721.60",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120493",0,"0.00","MACORATECR500","99.64",30,"3347.90",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120095",0,"0.00","MAXGALINER150","111.21",30,"3736.66",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120101",0,"0.00","MAXGALINMER75","66.21",30,"2224.66",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120483",0,"0.00","LONAZEP-1","34.27",30,"1151.47",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120464",0,"0.00","ENCORATE-CHRONO200","25.40",30,"853.44",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120488",0,"0.00","LONAZEP-MD2","47.57",30,"1598.35",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001157891",0,"0.00","MAXGALIN NT 50MG TABLET","90.64",30,"3045.50",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120094",0,"0.00","MAXGALINER100","147.21",30,"4946.26",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120468",0,"0.00","ENCORATE CHRONO 600","75.21",30,"2527.06",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
